,SO2,TEMP,PRES,RAIN,wd,WSPM,season
510,62,11,1013,0,WSW,2.6,winter
511,2,9,1005.5,0,E,0.4,spring
512,58,2,1006,0,SW,0.9,winter
513,15,1,1023,0,SSW,1.8,winter
514,6,15.4,1023.5,0,WSW,2.1,fall
515,46,-8,1030,0,ESE,0.4,winter
516,42,19.4,1008.6,0,NW,2.6,spring
517,13,8.6,1022,0,SW,1.1,fall
518,3,-3.6,1023.6,0,NW,4,winter
519,62,5.7,1009.8,0,WNW,2.1,winter
520,38,20.5,1003.1,0,SSE,1.6,spring
521,5,26.7,1007.5,0,SSW,2.8,summer
522,10,20.2,1008.8,0,WSW,0.6,fall
523,10,30.5,999.2,0,SSE,3.1,summer
524,9,20.6,1008.9,0,S,1.2,fall
525,35,27.3,995.2,0,E,2,spring
526,3,19.3,1011.3,0,NW,2.8,spring
527,69,12.1,1012.6,0,W,0.9,spring
528,11,12,1007.9,0,negligible,0.1,fall
529,3,10.4,1006.6,0,NE,0.5,spring
530,38,18.6,1007.5,0,NNE,1.6,spring
531,25,20.4,1014.8,0,S,1.4,fall
532,10,7.7,1021.2,0,ENE,1.5,fall
533,8,13.1,1011.4,0,NE,2.1,fall
534,1.9992,17,1005.7,2.5,N,1.5,summer
535,10,-2.5,1020,0,W,0.9,fall
536,7,23.2,1007,0,SW,3.7,spring
537,10,9.6,1010.6,0,ESE,1.8,fall
538,28,25,990.8,0,NNW,1.4,spring
539,3,23.8,990.4,0,ENE,0.9,spring
540,18.2784,17.5,1010.9,0,NW,0.6,fall
541,3,31.9,999.7,0,SSE,2.1,summer
542,18,6.5,1012.4,0,WSW,1.5,spring
543,45,0.4,1023,0,W,2.2,winter
544,2,30.6,1005.8,0,NW,3.3,fall
545,46,3.8,1022.8,0,SSW,1.1,spring
546,9,33.8,1000.4,0,SW,3.1,summer
547,28,29,1013,0,ESE,2.2,spring
548,2,19.8,998.5,0.3,W,2.1,summer
549,20,4,1024,0,SW,3.1,winter
550,23,5.1,1012.5,0,ENE,0.6,winter
551,3,24.4,1002.1,0,E,1.3,summer
552,89,17.5,1011.7,0,E,1,fall
553,15,25.9,1007.1,0,NE,3.8,fall
554,2,13.9,1014.2,0,NW,2.1,fall
555,38,9.9,1010.6,0,NE,1.4,spring
556,12,15.4,1008.2,0,negligible,0.1,spring
557,2,29.7,1005.6,0,WNW,1.3,summer
558,24,8.2,1015.2,0,SW,3.3,spring
559,10,24.5,1006.9,0,NE,2.6,fall
560,21,23.5,1003.2,0,SSW,3,spring
561,11,23.2,1017,0,NNE,3.9,fall
562,2,1.8,1019.1,0,N,4.6,winter
563,2,12.9,1015.2,0,WSW,0.7,fall
564,9,0.4,1023.6,0,WNW,4.1,winter
565,3,22.4,994.1,0.4,SSE,1.2,summer
566,22,-0.3,1020.4,0,SW,2,winter
567,5,0.8,1017.6,0,NW,4,winter
568,18,-0.1,1018.6,0,W,1.3,spring
569,2,26.8,1002.1,0,SW,1.7,spring
570,2,7.4,1022.2,0,ENE,4.4,spring
571,64,3.4,1016,0,NE,2.3,spring
572,20,26.2,996.7,0,WSW,1.7,summer
573,7,-2.6,1024,0,ESE,1.1,winter
574,3,18.5,1008,0,SSW,0.6,fall
575,13,30.1,1006.3,0,S,2.5,summer
576,9,31.9,997.7,0,SW,3.8,summer
577,49,-1.5,1016.3,0,WSW,0.8,winter
578,15,18.5,1016,0,ENE,2.2,fall
579,11,26.3,996.4,0,NE,1.5,summer
580,18,2.4,1025.8,0,NNE,1.6,winter
581,2,26.5,1001.5,0,ESE,1.6,summer
582,19,23.7,1007.6,0,SSW,1.1,fall
583,10,24.6,999.7,0,ESE,1.1,summer
584,67,10,1003.5,0,SW,1.7,spring
585,2,0.7,1023.4,0,NW,5.9,winter
586,2,25.4,997.5,0,NW,3.1,summer
587,10,32.8,996.7,0,SSE,1.7,summer
588,2,7,1014,0,E,1.4,fall
589,11,3.1,1018.1,0,NW,3.8,winter
590,43,-1.5,1014,0,W,0.9,winter
591,2,26.7,1001.1,0,SSW,1.7,summer
592,8,16.9,1006.2,0,SSE,1.3,spring
593,7,28.5,1003.9,0,SE,3.2,summer
594,4,-10.9,1039.8,0,WNW,5.8,winter
595,8,15.8,1014.7,0,ESE,4.6,spring
596,30,0,1029.6,0,W,2.3,winter
597,9,24.1,1009.1,0,SW,4.2,spring
598,4,19.3,1000,0,W,1,summer
599,28,22.8,1004.7,0,N,1,spring
600,14,24.7,1002.8,0,SSW,3,spring
601,26,18.3,1011.3,0,SW,1.2,spring
602,11,28,1002.3,0,NE,4.2,spring
603,3,0,1021.3,0,WNW,3.8,winter
604,4,10,1015.3,0,NNW,4.1,fall
605,3,23.1,1003,2.6,E,1.4,summer
606,84,3.1,1021.9,0,SE,1,winter
607,124,0.6,1024.7,0,NE,1.9,winter
608,4,-0.4,1025.2,0,ESE,1.3,winter
609,2,15.3,1007.1,0,W,0.7,fall
610,14,22.1,1013.6,0,SSW,1,fall
611,6,31,993.3,0,SW,1.3,summer
612,7,28.9,995.3,0,W,3,summer
613,6,-1,1033.2,0,SSW,0.7,spring
614,2,18.5,997.5,0,WSW,0.9,summer
615,48,16.4,1005.1,0,WNW,6.9,spring
616,3,0.7,1023,0,WNW,1,fall
617,3,22.7,987.9,0,NE,1,summer
618,6,10.9,1018.4,0,SSE,0.5,fall
619,2,14.7,1011.9,0,ENE,1.5,fall
620,17,23.1,1004.5,0,E,0.7,summer
621,2,-0.3,1030,0,W,0.9,fall
622,8,23.4,1005.6,0,SE,0.7,spring
623,3,12.1,1026,0,W,2,fall
624,4,7.1,1023.6,0,NW,3.7,fall
625,12,30.7,1003.1,0,ESE,2.5,summer
626,5,-1.3,1019.6,0,S,1.2,winter
627,12,26.4,1002.3,0,ESE,0.8,spring
628,22,16.3,1002.9,0,SSW,0.6,spring
629,5,27.4,1004.5,0,S,1.5,summer
630,22,29.4,1007,0,SSW,2.7,fall
631,21,-6.6,1023.75,0,SW,1,winter
632,2,28.4,997.3,0,ENE,2.6,summer
633,5,24.8,1012.4,0,SSW,3.4,spring
634,2,14.8,1025.1,0.9,ENE,1.6,fall
635,2,21.9,1004,0.3,NNE,0.9,summer
636,2,10.4,1014.7,0,N,0.7,spring
637,5,23.5,1007.9,0,E,1.7,summer
638,1.428,24.9,995.2,0,W,1.3,summer
639,4,6.3,1018.8,0,NE,2.7,fall
640,22,23.4,991,0,SW,1.9,spring
641,5,15,1016.6,0,WSW,1.9,fall
642,11,16.5,1009.7,0,ESE,1.9,spring
643,13,32.8,995.1,0,S,2,summer
644,16,18.4,1017.7,0,N,2.7,fall
645,22,15.9,995.7,0,ENE,1.6,spring
646,11,23.8,1004.7,0,SE,3.9,spring
647,4,11.5,1026.7,0,ESE,1.9,spring
648,3,4.9,1024.6,0,NNW,4,winter
649,9,16.4,1019.6,0,NNW,3,spring
650,21,9.5,1011.7,0,WSW,1.5,fall
651,6,16.9,1020.1,0.3,NE,1.2,fall
652,17,5.3,1020,0,E,1,spring
653,2,21.6,1001.2,0,NW,1,summer
654,7,27.8,992.1,0,S,1.7,summer
655,29,5.2,1015.9,0,E,2,spring
656,2,27,1001.1,0,E,1.7,summer
657,42,20.9,1003.2,0,S,2.5,spring
658,2,28.4,995.9,0,ESE,2.9,summer
659,66,2.4,1029.7,0,E,1.4,winter
660,2,21.5,993.9,0.4,W,1.4,spring
661,65,0,1021.8,0,NNE,1.5,winter
662,2,17.9,1007.4,0,NW,2.2,fall
663,6,6.8,1029,0,NE,3.8,winter
664,3,18.8,997,0,ENE,0.9,summer
665,4,28.5,1001.7,0,SSW,2.2,summer
666,18,-5,1019,0,NNW,1.3,winter
667,2,6.5,1003.3,0,SSW,1.1,fall
668,5,16.5,1008.3,0,E,1.2,fall
669,9,27.2,998.6,0,SW,1.8,summer
670,16,-0.1,1026.2,0,NE,1.3,winter
671,4,19.7,1015.9,0,SW,2.4,fall
672,70,-1.4,1025,0,E,1.3,fall
673,15,32.8,992.9,0,SSW,1.6,summer
674,35,-1.2,1025,0,SW,0.7,winter
675,74,29.2,1000.4,0,SW,1.5,spring
676,2,29.3,1003.3,0,SSW,0.8,summer
677,19,22.5,1013.1,0,ENE,2.3,fall
678,34,28.1,1014,0,E,2.1,spring
679,2,11.2,1015,0,NE,2.5,fall
680,11,14.3,1011.2,0,WSW,3.5,spring
681,7,8.4,1022.2,0,NE,1.7,winter
682,103,5,1017.5,0,WNW,3.1,spring
683,2,13.5,1012.4,0.2,W,1.2,fall
684,33,-4.3,1020.8,0,ENE,0.4,winter
685,5,19.1,1011.9,0,NE,1,fall
686,2,4.3,1026.8,0,ENE,1.9,spring
687,2,18,1015.8,0,SW,3.9,spring
688,2,23.3,1001,0,ENE,1,summer
689,27,18.7,1001.6,0,S,2.6,spring
690,19,16.9,1010.3,0,SSW,0.7,spring
691,3,24.6,1008.4,0,SW,0.8,summer
692,17,3,1020,0,N,2.2,winter
693,2,29.4,1001.1,0,NNE,2.2,summer
694,15,3.7,1022.2,0,ENE,1.8,winter
695,13,20.8,1001.7,0,E,0.9,summer
696,3,6.3,1027.1,0,NE,2.2,spring
697,2,21.7,1011.5,0,SW,3,spring
698,5,5.3,1015.9,0,NW,6,winter
699,23,30.4,1000.7,0,SSW,2.4,summer
700,36,-1,1026,0,SW,1.3,winter
701,9,10.9,1014.1,0,NNW,3.2,spring
702,2,20.7,1004.3,0,NE,0.8,summer
703,2,13.6,1012.6,0,ESE,1.2,spring
704,26,15.3,1017.3,0,WSW,1.9,fall
705,40,14.9,1015.2,0,WSW,3.5,spring
706,2,21.5,1010,0,SE,0.7,fall
707,6,3,1017.5,0,WSW,1.3,fall
708,19,-4.9,1025.2,0,E,0.6,winter
709,9,24.2,1002.7,0,S,1,fall
710,17,23,1002.9,0,NE,0.9,spring
711,28,22.6,1007.3,0,SW,1.5,spring
712,2,22.9,996.6,0.4,ENE,2.2,summer
713,45,-3.4,1030.1,0,NE,1,winter
714,6,27.9,1001.1,0,NNW,1.4,summer
715,21,8.7,1018,0,SW,1.8,winter
716,3,28,999.2,0,SW,1.6,summer
717,11,35.3,993.7,0,SW,4,summer
718,89,-1.3,1014.7,0,SW,0.5,fall
719,3,25.8,1000.3,0,WSW,1.6,fall
720,3,30.1,1002.2,0,SE,2.3,summer
721,20.2776,28.5,998.4,0,SW,1.4,summer
722,15,7.5,1017.3,0,WSW,2.3,spring
723,2,17.1,1010.9,0,NE,0.4,fall
724,2,29.4,1001,0,ESE,1.3,summer
725,16,3.8,1024,0,WNW,5.3,winter
726,18,-5,1015,0,negligible,0.1,winter
727,9,-5.7,1033.6,0,NNE,2.3,winter
728,8,21.6,1010.8,0,ENE,2.4,fall
729,2,20.5,1010.3,0,WSW,0.9,fall
730,83,-3.2,1013.8,0,NNE,1.3,winter
731,7,17.5,1019.7,0,SW,1.1,fall
732,2,20.3,1005.2,0,E,1.6,fall
733,2,13.6,1007.2,0,NW,3.8,spring
734,2,26.1,1003.1,0,N,2.2,summer
735,6,4,1016,0,NNW,1.9,winter
736,53,3,1026,0,W,2.2,winter
737,14,30.1,1002.7,0,SE,2,summer
738,7,31.1,996.6,0,SW,3,summer
739,42,19.4,1012,0,WSW,3,spring
740,39,24.4,1001.4,0,SW,4.3,spring
741,10,3.6,1011.5,0,NNE,2.1,fall
742,121,3.1,1014.2,0,SW,2.2,winter
743,57,-5.9,1023.2,0,W,1.3,winter
744,13,35.2,997.7,0,SSW,2.4,summer
745,2,14.8,1011.5,0,WNW,4.1,fall
746,3,27.1,997.7,0,NNW,1.3,summer
747,45,-0.2,1016.7,0,ESE,0.9,spring
748,21,32,1003.4,0,SSW,3.5,spring
749,11,-0.7,1016.2,0,WNW,0.7,fall
750,74,-1.4,1024.7,0,ESE,1.3,winter
751,10,11.1,1022,0,WNW,0.9,fall
752,12,8.4,1005.6,0,S,1.4,spring
753,6,4.8,1019.6,0,NNW,1.1,winter
754,4,18.9,1014.1,0,WNW,4.7,fall
755,37,4.3,1025,0,NE,0.5,fall
756,4,30.2,1002.2,0,ENE,1.6,summer
757,26,1.6,1024.6,0,ENE,1.5,winter
758,3,28.5,1006.6,0,NE,3.4,summer
759,21,-9,1027.6,0,W,1.5,winter
760,4,19.7,1018,0,WNW,3.5,fall
761,86,2.4,1014.8,0,SW,0.8,winter
762,2,19.6,1010.4,0,NNW,4.2,spring
763,18,22,1001,0,E,0.7,summer
764,7,26.7,999.3,0,SE,1.2,spring
765,41,-0.6,1027.6,0,S,1.2,winter
766,2,13.1,1012.4,0.4,WNW,2.8,spring
767,7,-7.3,1033,0,NE,2.8,winter
768,2,10.4,1020.8,0,E,1.1,fall
769,38,8.7,999.6,0,E,0.9,spring
770,2,18.2,1012.9,0,negligible,0.1,fall
771,7,28,1007.3,0,S,1.9,summer
772,6,11.4,1012.6,0,SSW,1,spring
773,19,21.4,999.2,0,E,2.1,spring
774,12,-0.266666667,1027,0,NE,2,winter
775,17,10.7,1015.7,0,ESE,3.5,spring
776,30,-3.6,1022.9,0,E,1.3,winter
777,2,10.1,1010.5,0,WNW,4.2,winter
778,4,0.8,1029,0,NW,4.1,winter
779,19,1.9,1021,0,WSW,2.5,winter
780,7,33.3,993.5,0,W,2.6,summer
781,7,0.3,1031.4,0,WNW,4.3,spring
782,2,13.7,1011.1,0,WSW,1.1,spring
783,4,8.1,1002.2,0,ESE,2.5,fall
784,68,1,1020.2,0,WSW,1.7,winter
785,23,15.8,1014.6,0,SSE,1.9,fall
786,33,6.3,1014.3,0,SE,1.1,spring
787,8,14.8,1001.6,0,N,1,spring
788,32,12.4,1001.8,0,negligible,0.1,spring
789,2,25.8,1001,0,ENE,1.3,summer
790,4,7.3,1017.7,0,WNW,1.1,fall
791,3,21.9,1010.2,0,WNW,5.8,spring
792,2,19.5,1004.6,0,NW,0.9,summer
793,24,10.1,1022.6,0,S,1.3,winter
794,2,22.5,1007.9,0,NE,1.3,summer
795,8,3.7,1022.8,0,NE,1.5,spring
796,2,25.7,997.3,0.1,WNW,1.9,summer
797,12,30.4,1005,0,E,4,spring
798,9,18.8,1010.2,0,SSW,1.5,fall
799,17,-2.5,1025.6,0,NE,1.7,winter
800,5,27.5,993.6,0,NW,0.6,summer
801,6,10.1,1004.5,0,W,4.3,winter
802,4,25,1001.9,0,SW,0.5,summer
803,6,27.1,999.3,0,ESE,2,summer
804,31,-3.3,1020,0,W,1,winter
805,2,29.5,996.6,0,S,1.4,summer
806,16,3.9,1017.3,0,N,2.2,winter
807,77,1.12,1016.2,0,NE,1.8,winter
808,2,5.7,1020.8,0,N,0.7,fall
809,8,1,1019.3,0,WSW,1.9,winter
810,34,-3.3,1021.6,0,NE,1.2,winter
811,2,8.5,1023,0.1,NE,1.1,fall
812,4,2.2,1029,0,NNW,4.1,spring
813,34,10.2,1011.1,0,SSW,1.7,fall
814,13,12.6,1007.4,0,WSW,1.1,spring
815,6,7.3,1009.4,0,WSW,1.3,fall
816,25,1.4,1022.6,0,WSW,1.9,winter
817,7,24.9,1011.2,0,ESE,1.4,spring
818,2,14.8,1006.4,0,NNE,1,spring
819,22,20.9,1010.4,0,E,2.5,spring
820,70,-3.5,1021.8,0,ENE,1.1,fall
821,8,22.7,1018,0,SW,3.4,spring
822,2,22.3,1013.9,0.2,SSE,1.2,fall
823,6,-9,1031.2,0,NNW,4,fall
824,14,2.3,1012.1,0,S,1.7,spring
825,3,15.8,1010.8,0,E,0.8,fall
826,8,4.5,1022,0,SW,1.9,fall
827,12,13.1,1013.6,0,ESE,1.1,spring
828,58,7.3,1011.7,0,WSW,2,winter
829,73,3.1,1012.1,0,E,0.8,spring
830,3,14.6,1017,0,N,2.6,spring
831,20,17.7,1013.5,0,WSW,4,spring
832,3,30.9,1004.5,0,NNW,1.9,summer
833,26,10.2,1020.3,0,SW,4.7,spring
834,60,3.2,1013.1,0,NNE,0.9,winter
835,2,25.5,1003.5,0,NNW,1.7,summer
836,42,-4.4,1025,0,SW,1.4,winter
837,10,6.6,1009.8,0.7,W,1.1,spring
838,2,33.6,1000.6,0,ENE,1.6,summer
839,52,-0.3,1018.1,0,ESE,1.2,winter
840,42,17.5,1010.5,0,WNW,2.7,spring
841,23,29.6,1001.1,0,SE,1.5,spring
842,49,-1.3,1018.3,0,SE,1,winter
843,2,2.6,1012,0,WNW,0.6,fall
844,43,0.9,1027.8,0,ENE,1.3,winter
845,23,4.5,1015.5,0,ESE,1.1,spring
846,9,-2,1020.3,0,E,0.7,winter
847,3,30,997.7,0,S,1.9,summer
848,5,26.2,999.8,0,WSW,1.5,summer
849,4,25.1,1001.5,0,NE,0.9,summer
850,73,-4.8,1023.9,0,SW,2,fall
851,37,26.4,997.5,0,ESE,3.1,summer
852,2,29.9,996.9,0,ESE,1.6,summer
853,14,34.9,1002.3,0,SW,2.1,summer
854,5,28.5,993.4,0,NE,0.9,summer
855,13,7.8,1011,0,W,0.6,fall
856,57,6,1016,0,SW,1.7,winter
857,13,11.2,1015,0,WSW,2.2,spring
858,2,7.8,1015.4,0,ESE,1.3,fall
859,18,4.8,1015.2,0,E,1.2,spring
860,2,14.1,1012.4,0,SW,0.6,fall
861,7,4.1,1019.1,0,NW,2,winter
862,82,-3.3,1018.4,0,SE,1.1,winter
863,2,27.5,1002.6,0,NE,1,summer
864,48,-0.5,1021.4,0,W,2.3,winter
865,10,8.2,1025.3,0,WSW,3.8,spring
866,4,4.2,1011.2,0,NE,1.1,fall
867,3,19.2,1007.2,0,ESE,0.7,fall
868,15,-6,1031,0,ENE,2.2,fall
869,2,16,1012,0,WSW,1.9,fall
870,2,4.2,1027.9,0,WNW,5.2,winter
871,10,-1.3,1024,0,NW,2.5,winter
872,44,20.3,1006.2,0,NW,1,spring
873,14,-3.4,1022.4,0,NE,0.9,fall
874,8,27.1,991,0,W,0.7,summer
875,2,-0.9,1030.8,0,W,0.4,fall
876,34,-1.5,1022.4,0,NE,1.1,winter
877,2,22.1,1007.3,0,WNW,3.3,spring
878,77,4,1013.7,0,ENE,1.3,winter
879,3,29,993.7,0,WSW,2.5,summer
880,44,0,1023,0,W,2.2,winter
881,12,34.3,993.6,0,SW,3.3,summer
882,116,11,1011.3,0,SW,2.6,spring
883,6,35,1000.3,0,S,1,summer
884,2,18.6,1008.1,0,NW,1.7,spring
885,19,5.3,1012.6,0,NE,0.8,winter
886,15,22.4,1000.8,0,ENE,2,summer
887,4,22.3,1005.5,0,ENE,1.3,fall
888,30,20.8,1004.3,0,ESE,0.9,spring
889,20,5.7,1020.8,0,NNW,2.2,winter
890,13,18.9,1002.9,0,E,1.4,spring
891,2,15.1,1015,0,ENE,1,fall
892,2,22.7,1005.2,0,ENE,1.5,summer
893,3,-3.8,1025,0,NW,3.8,winter
894,10,4.8,1023,0,WNW,6.3,winter
895,2,25.2,997.9,0,E,1.3,summer
896,2,25.2,1002.4,0,NNE,1.8,summer
897,13,13.7,1014.1,0,W,1.5,spring
898,53,29.4,1001.2,0,SSW,3.4,summer
899,80,27,1004.9,0,NE,1.5,spring
900,41,-3.1,1016.8,0,ENE,0.2,fall
901,24,3.9,1021.3,0,NNW,0.9,winter
902,1.7136,17.6,1005.5,0,NW,1.1,summer
903,42,22.4,1009.8,0,W,1.3,fall
904,34,3.7,1025,0,S,1.5,winter
905,4,-5,1021.9,0,ENE,1.1,winter
906,2,28.7,1008.1,0,WSW,2.4,fall
907,2,29.3,1006.8,0,NE,1.2,summer
908,2,22.3,993.8,0,NNW,1.9,summer
909,18,30.9,998.2,0,S,2.2,summer
910,47,23,1002.1,0,WSW,1,fall
911,9,13.1,1008.4,0,S,3.1,spring
912,25,-1.8,1025.8,0,SSW,2.4,winter
913,2,18.6,1008.5,0,W,0.5,fall
914,45,17.7,1004.1,0,S,2.1,spring
915,28,-5.4,1028.3,0,WSW,0.6,winter
916,26,10.7,1011.1,0,W,0.5,spring
917,8,19.3,1014,0,ENE,0.5,fall
918,17,-4.85,1026.75,0,SW,1.1,winter
919,2,21.4,1013.1,0,SW,2.9,fall
920,4,32.3,1001.8,0,SW,1.7,summer
921,43,19.4,1006.5,0,SSW,1.4,spring
922,64,1.1,1022.7,0,SSW,1.1,winter
923,10,26.9,999.5,0,ENE,1.1,summer
924,13,25.7,1008.2,0,SSW,3.5,fall
925,2,21.7,1000.4,0,NE,1.5,summer
926,30,23.8,1002.7,0,SSW,1.8,spring
927,0.8568,23.7,994.7,0,W,0.7,summer
928,5,22.2,1006.6,0,SSE,4.2,fall
929,55,-0.4,1024,0,W,2.3,winter
930,2,17.9,1018,0,NE,6,fall
931,2,27.8,996.9,0,W,1.4,summer
932,2,21.3,1002,0.6,NNW,1.7,summer
933,6,10.9,1012.6,0,S,1.8,spring
934,38,-8.1,1013.8,0,ESE,1.2,winter
935,3,18.9,1015.6,0,WNW,3.5,fall
936,7,0.7,1017.8,0.5,NNW,4.7,winter
937,4,21.8,1001.2,0,NE,2,summer
938,31,21.7,1008.3,0,ESE,2.5,spring
939,2,26.7,1000.8,0,WSW,1.7,summer
940,10,4.8,1013.2,0,WNW,1.7,fall
941,12,11.3,1017,0,W,1.3,fall
942,6,7,1017.7,0,negligible,0.1,fall
943,2,9.5,1018.1,0,SE,0.5,fall
944,2,23.7,999.7,0,ENE,1.4,summer
945,25,20.7,1008.2,0,SSW,2.4,spring
946,31,28.5,1005.5,0,SSW,2.3,spring
947,6,-5.7,1022.8,0,NNE,4.1,winter
948,27,25.6,995.2,0,E,1.7,summer
949,4,18.7,1005.2,0,SSW,1.3,fall
950,2,17,1011.2,0,ENE,1,fall
951,2,18.4,1002.5,0,negligible,0.1,fall
952,19,3.7,1021.2,0,NE,2.6,winter
953,4,29.6,1006.2,0,S,1.7,summer
954,2,19.6,1007.9,0,ENE,1.6,spring
955,2,18.9,1001.1,0,SW,0.6,fall
956,115,-5.2,1017.7,0,W,1.2,winter
957,2,20.1,1001.7,0,NW,1.6,spring
958,20,1.9,1022,0,W,1.6,fall
959,33,21.2,1005.9,0,ESE,2.2,spring
960,2,29.2,998.8,0,ESE,2.1,summer
961,29,3.4,1021.6,0,WSW,1.9,winter
962,2,21,1001.6,0,NNE,2,spring
963,2,29.3,997.1,0,ESE,1.6,summer
964,2,4.2,1026.5,0,NW,4.1,winter
965,2,18.4,999,0,W,0.7,summer
966,8,22.5,1012.3,0,SW,3.4,spring
967,4,4.6,1018.6,0,N,3.3,winter
968,16,14.1,1003.6,0,S,1.3,fall
969,6,23.8,1003.1,0,ESE,1.5,summer
970,28,24,1003.1,0,SSE,1,spring
971,46,-6.8,1015.1,0,WSW,1.5,winter
972,43,28.5,1002.3,0,SW,1.9,summer
973,11,10.6,1021.4,0,ENE,1.2,fall
974,5,25.2,1005.5,0,ESE,2.9,spring
975,7,30.2,989.9,0,SW,0.9,summer
976,105,0,1026,0,E,0.5,winter
977,6,11.9,1013.3,0,ENE,1.2,spring
978,2,5.6,1022.7,0,SW,2,fall
979,9,19,999.8,0,ESE,1.3,spring
980,5,-1.45,1025,0,NW,4.2,winter
981,94,-7.6,1022.4,0,WSW,0.9,winter
982,4,2.6,1025.3,0,NNW,5.2,winter
983,10,11.5,1017.1,0,negligible,0.1,fall
984,2,20,996.1,0,S,0.4,summer
985,32,0.5,1019,0,ESE,0.9,fall
986,2,17.8,1018.5,0.1,NNW,2.7,fall
987,14,32.9,996.9,0,SW,1.8,summer
988,42,16.7,1014.4,0,SW,1.5,spring
989,5,21.9,994.1,0.9,NNW,1.4,spring
990,15,10,1014.4,0,SSW,2.1,winter
991,3,6.6,1020.6,0,NW,2.1,winter
992,48,-7.225,1030,0,NE,1.3,winter
993,4,34.6,998.3,0,S,2.9,summer
994,5,24.9,1007.7,0,SSW,1.7,summer
995,2,19.025,1021.5,0,NW,2.1,fall
996,2,3.5,1030.5,0,E,0.7,fall
997,2,21.2,1006.7,0,ENE,1.9,summer
998,57,31,999.3,0,ESE,2,summer
999,7,10.3,1015,0,NW,1.9,fall
1000,2,21.2,1005.3,0,NE,1.8,fall
1001,2,20.8,1002.3,0,SSW,0.7,spring
1002,3,15.7,1005.6,0,ENE,0.9,spring
1003,2,10.2,1025,0,NW,2.1,fall
1004,19,31.7,1001,0,SW,4.4,summer
1005,14,26.8,998.2,0,E,2.1,summer
1006,14,13.6,990.7,0,W,0.7,spring
1007,2,17.8,1005.3,1.4,E,2.3,fall
1008,12,9.6,1013.2,0,W,2.4,spring
1009,40,6.9,1019,0,SSW,1.2,fall
1010,28,-3,1023.4,0,SW,1.1,winter
1011,38,0,1016.3,0,WSW,0.6,spring
1012,51,7.9,1016,0,WSW,1.8,winter
1013,3,28.9,989.1,0,NW,1.2,spring
1014,2,27.2,997.2,0,NE,1.9,summer
1015,5,20.1,1003.7,0,ENE,1.3,summer
1016,2,25.5,1006.2,0,NNW,2.7,fall
